pH,N,P,K,Rainfall,crop
6.7,152.4,12.6,263.5,130.6,Jowar
6.4,171.7,9.1,329.8,130.6,Jowar
6.0,151.8,11.8,275.0,130.6,Jowar
6.2,239.9,7.0,383.4,130.6,Jowar
6.1,205.2,5.9,280.3,130.6,Jowar
6.4,151.3,13.6,397.3,130.6,Jowar
6.1,223.6,8.3,387.7,130.6,Jowar
6.0,166.3,6.2,282.8,130.6,Jowar
6.4,174.3,4.8,385.3,130.6,Jowar
7.2,162.0,7.7,402.8,130.6,Jowar
6.6,182.9,11.3,382.9,130.6,Jowar
5.6,235.0,3.7,389.2,130.6,Jowar
5.5,144.1,2.5,296.8,130.6,Jowar
7.1,167.5,4.0,401.4,130.6,Jowar
6.0,142.1,6.2,380.9,130.6,Jowar
6.0,174.2,5.5,310.8,130.6,Jowar
6.8,209.2,9.6,357.1,130.6,Jowar
5.6,184.2,7.9,350.3,130.6,Jowar
6.4,216.2,9.4,374.5,130.6,Jowar
6.9,216.3,6.5,364.1,130.6,Jowar
6.8,141.1,11.4,396.1,130.6,Jowar
5.8,129.2,7.0,401.2,130.6,Jowar
6.4,189.8,12.6,371.1,130.6,Jowar
6.0,133.4,4.3,294.6,130.6,Jowar
7.1,135.3,6.5,328.7,130.6,Jowar
5.6,202.8,10.0,346.4,130.6,Jowar
6.3,204.1,13.1,368.1,130.6,Jowar
7.0,198.4,6.7,289.9,130.6,Jowar
5.8,234.8,3.2,258.9,130.6,Jowar
6.2,176.3,9.5,311.5,130.6,Jowar
6.4,234.9,6.1,323.7,130.6,Jowar
7.0,151.4,8.0,354.3,130.6,Jowar
6.4,186.5,9.9,262.8,130.6,Jowar
6.9,161.2,5.9,357.1,130.6,Jowar
7.1,154.4,4.6,403.1,130.6,Jowar
6.6,146.0,7.1,399.9,130.6,Jowar
6.8,160.5,6.8,275.4,130.6,Jowar
6.8,197.6,6.1,302.6,130.6,Jowar
6.8,160.7,3.8,299.2,130.6,Jowar
6.7,202.9,7.3,341.2,130.6,Jowar
7.1,160.0,12.0,292.8,130.6,Jowar
7.0,229.6,8.5,315.2,130.6,Jowar
5.9,214.7,12.3,349.4,130.6,Jowar
6.3,172.8,3.4,351.5,130.6,Jowar
7.2,173.4,6.6,308.3,130.6,Jowar
6.3,144.1,6.3,351.1,130.6,Jowar
6.4,121.3,2.7,288.7,130.6,Jowar
6.7,156.4,8.9,404.1,130.6,Jowar
6.4,225.2,8.1,355.4,130.6,Jowar
6.1,144.8,3.9,257.6,130.6,Jowar
5.8,176.1,8.7,259.6,130.6,Jowar
5.7,187.0,2.9,317.2,130.6,Jowar
6.7,234.0,9.1,331.1,130.6,Jowar
5.9,206.3,10.1,356.3,130.6,Jowar
6.9,185.1,5.7,265.9,130.6,Jowar
7.2,123.3,12.4,285.2,130.6,Jowar
5.8,207.6,13.1,307.4,130.6,Jowar
6.4,149.8,11.1,266.8,130.6,Jowar
6.0,199.7,5.2,315.0,130.6,Jowar
6.4,204.0,5.2,261.5,130.6,Jowar
5.6,117.1,11.3,276.9,130.6,Jowar
6.2,147.9,5.7,283.7,130.6,Jowar
6.2,206.8,3.3,265.3,130.6,Jowar
6.0,233.6,3.6,359.5,130.6,Jowar
6.9,165.9,12.3,397.3,130.6,Jowar
7.2,197.9,7.2,377.9,130.6,Jowar
7.1,129.9,9.1,320.6,130.6,Jowar
6.8,176.2,6.0,306.9,130.6,Jowar
6.5,172.9,10.6,324.8,130.6,Jowar
5.9,122.7,11.4,381.5,130.6,Jowar
6.5,195.8,13.2,365.3,130.6,Jowar
6.5,127.7,3.7,339.8,130.6,Jowar
6.0,203.4,3.8,257.8,130.6,Jowar
6.6,164.8,9.3,306.5,130.6,Jowar
6.7,181.6,11.2,334.1,130.6,Jowar
6.4,165.9,7.4,381.0,130.6,Jowar
6.0,222.5,7.0,307.1,130.6,Jowar
5.7,179.4,7.5,372.4,130.6,Jowar
6.0,181.8,5.8,382.9,130.6,Jowar
6.2,210.6,11.4,261.0,130.6,Jowar
6.5,173.3,13.4,285.8,130.6,Jowar
6.1,182.0,11.6,292.2,130.6,Jowar
6.7,145.8,4.8,306.3,130.6,Jowar
6.6,148.6,12.4,407.1,130.6,Jowar
6.4,219.0,8.0,298.3,130.6,Jowar
6.9,237.5,6.2,258.0,130.6,Jowar
6.6,143.2,5.4,360.2,130.6,Jowar
6.6,225.6,13.1,305.7,130.6,Jowar
7.1,204.4,13.4,381.6,130.6,Jowar
6.1,220.3,3.5,325.4,130.6,Jowar
5.9,199.8,4.5,378.1,130.6,Jowar
6.3,226.3,10.1,262.5,130.6,Jowar
6.2,188.8,9.2,388.0,130.6,Jowar
6.8,129.9,6.9,260.4,130.6,Jowar
6.9,199.8,7.4,325.6,130.6,Jowar
5.8,195.1,11.6,267.5,130.6,Jowar
6.6,119.9,13.2,399.6,130.6,Jowar
5.7,196.8,13.4,338.1,130.6,Jowar
6.9,136.4,13.3,390.3,130.6,Jowar
6.3,229.3,6.3,306.8,130.6,Jowar
7.0,124.3,11.4,395.5,130.6,Jowar
6.2,214.9,12.5,361.3,130.6,Jowar
7.0,200.6,3.8,325.6,130.6,Jowar
6.9,116.1,11.7,310.6,130.6,Jowar
6.7,185.4,8.3,372.1,130.6,Jowar
6.2,201.3,10.5,315.3,130.6,Jowar
6.4,184.4,13.1,396.7,130.6,Jowar
6.9,203.5,12.7,348.2,130.6,Jowar
6.6,182.4,2.6,308.8,130.6,Jowar
6.8,185.9,9.8,330.7,130.6,Jowar
7.0,135.0,8.9,337.7,130.6,Jowar
6.1,173.3,4.6,305.8,130.6,Jowar
7.1,119.7,7.5,386.8,130.6,Jowar
5.9,170.6,12.7,357.4,130.6,Jowar
6.6,145.8,2.7,378.5,130.6,Jowar
6.6,120.4,7.2,376.4,130.6,Jowar
7.1,143.2,12.4,268.4,130.6,Jowar
5.9,234.3,13.7,272.3,130.6,Jowar
5.9,220.8,9.2,373.7,130.6,Jowar
5.7,202.2,6.5,274.2,130.6,Jowar
5.9,188.0,3.5,341.7,130.6,Jowar
5.6,167.0,5.4,385.2,130.6,Jowar
5.9,231.5,7.0,345.3,130.6,Jowar
6.6,133.7,13.3,379.5,130.6,Jowar
6.6,221.7,8.7,325.3,130.6,Jowar
6.4,218.3,2.8,327.3,130.6,Jowar
5.5,201.6,7.9,307.6,130.6,Jowar
6.8,184.2,12.0,302.0,130.6,Jowar
7.1,121.1,5.7,287.2,130.6,Jowar
6.6,201.2,2.8,279.5,130.6,Jowar
6.2,206.2,12.0,288.1,130.6,Jowar
7.2,198.4,6.8,349.2,130.6,Jowar
6.1,170.5,12.8,301.4,130.6,Jowar
6.7,164.7,10.8,326.8,130.6,Jowar
5.6,231.1,8.9,384.9,130.6,Jowar
6.9,225.7,5.8,295.4,130.6,Jowar
6.2,177.6,8.5,315.9,130.6,Jowar
5.7,169.2,9.2,386.9,130.6,Jowar
5.7,154.9,11.3,362.1,130.6,Jowar
6.9,200.3,9.6,303.8,130.6,Jowar
6.7,189.5,7.8,381.1,130.6,Jowar
6.3,165.4,13.6,370.6,130.6,Jowar
5.8,211.0,3.6,281.5,130.6,Jowar
6.7,223.7,6.9,369.7,130.6,Jowar
6.9,162.6,8.5,361.0,130.6,Jowar
5.8,162.0,5.5,271.7,130.6,Jowar
6.4,117.7,2.4,257.8,130.6,Jowar
5.9,144.4,10.9,330.3,130.6,Jowar
6.4,116.6,8.3,391.2,130.6,Jowar
5.6,133.0,8.0,356.4,130.6,Jowar
6.6,231.7,8.7,263.1,130.6,Jowar
5.7,170.7,3.2,338.8,130.6,Jowar
6.9,239.6,11.8,262.5,130.6,Jowar
6.0,123.6,9.5,343.0,130.6,Jowar
5.7,197.7,2.7,379.1,130.6,Jowar
5.5,213.3,6.8,276.5,130.6,Jowar
6.8,240.4,6.5,348.2,130.6,Jowar
5.7,163.2,5.4,313.4,130.6,Jowar
6.2,191.9,8.5,296.4,130.6,Jowar
6.2,183.6,11.2,287.6,130.6,Jowar
7.0,135.1,10.1,286.4,130.6,Jowar
6.9,152.2,6.7,368.7,130.6,Jowar
7.0,180.0,8.8,322.5,130.6,Jowar
6.2,193.7,3.3,302.7,130.6,Jowar
5.7,209.1,7.6,288.5,130.6,Jowar
5.5,216.4,5.0,310.5,130.6,Jowar
6.7,168.2,10.8,283.3,130.6,Jowar
6.6,213.4,10.9,310.2,130.6,Jowar
5.8,187.2,13.3,350.4,130.6,Jowar
5.7,165.5,7.1,393.2,130.6,Jowar
6.2,201.0,10.6,392.6,130.6,Jowar
6.8,210.7,9.4,364.6,130.6,Jowar
6.3,208.2,10.1,259.1,130.6,Jowar
7.1,236.7,3.0,278.0,130.6,Jowar
5.8,235.8,10.3,361.6,130.6,Jowar
5.9,195.2,3.9,401.6,130.6,Jowar
6.4,158.9,9.7,365.5,130.6,Jowar
7.2,187.9,2.5,275.9,130.6,Jowar
6.2,133.3,4.5,265.0,130.6,Jowar
6.6,150.5,6.7,276.4,130.6,Jowar
6.7,190.8,2.6,312.3,130.6,Jowar
7.1,240.5,7.2,337.8,130.6,Jowar
7.0,122.8,6.9,366.4,130.6,Jowar
5.6,159.6,2.8,344.2,130.6,Jowar
5.6,133.9,12.4,384.5,130.6,Jowar
5.8,121.6,8.3,364.0,130.6,Jowar
6.2,223.8,11.3,302.0,130.6,Jowar
5.8,166.8,8.1,331.3,130.6,Jowar
6.0,205.3,6.7,397.6,130.6,Jowar
5.7,119.8,6.4,279.0,130.6,Jowar
7.1,213.5,13.2,322.2,130.6,Jowar
5.7,204.4,13.1,317.8,130.6,Jowar
5.5,183.9,6.0,341.7,130.6,Jowar
6.3,145.9,2.6,259.1,130.6,Jowar
7.1,228.8,3.8,255.8,130.6,Jowar
6.1,240.4,4.0,323.6,130.6,Jowar
7.2,126.4,10.9,286.3,130.6,Jowar
6.2,139.5,6.9,387.7,130.6,Jowar
6.6,162.2,7.7,281.0,130.6,Jowar
6.5,234.0,12.3,365.0,130.6,Jowar
6.4,128.7,6.3,315.6,130.6,Jowar
6.2,119.4,3.2,379.6,130.6,Jowar
6.6,121.3,12.3,366.9,130.6,Jowar
6.9,230.1,9.2,409.2,130.6,Jowar
6.7,175.2,2.3,267.5,130.6,Jowar
6.2,233.5,4.3,334.3,130.6,Jowar
7.0,231.3,3.8,351.6,130.6,Jowar
5.5,152.8,9.7,281.5,130.6,Jowar
6.8,188.3,7.3,353.6,130.6,Jowar
5.6,176.9,9.8,293.1,130.6,Jowar
7.1,233.5,9.8,263.1,130.6,Jowar
5.5,166.7,5.7,308.5,130.6,Jowar
5.6,126.1,9.0,331.8,130.6,Jowar
5.5,153.5,6.6,278.9,130.6,Jowar
6.4,136.0,9.7,364.1,130.6,Jowar
6.3,142.4,8.8,400.6,130.6,Jowar
5.7,144.4,3.8,335.9,130.6,Jowar
6.6,232.0,11.8,397.1,130.6,Jowar
5.7,135.8,6.0,314.0,130.6,Jowar
7.0,141.3,9.2,361.7,130.6,Jowar
6.7,126.9,10.8,354.7,130.6,Jowar
6.3,169.6,12.1,400.8,130.6,Jowar
6.1,169.5,6.1,297.9,130.6,Jowar
6.0,237.1,7.9,400.6,130.6,Jowar
7.1,141.5,3.0,339.3,130.6,Jowar
5.9,196.6,9.9,410.3,130.6,Jowar
7.1,204.4,8.8,291.4,130.6,Jowar
6.3,190.8,10.5,347.5,130.6,Jowar
6.5,165.5,12.9,409.8,130.6,Jowar
6.5,196.1,3.1,278.4,130.6,Jowar
6.1,204.7,4.1,358.3,130.6,Jowar
6.7,150.8,11.4,392.1,130.6,Jowar
5.9,234.2,9.5,326.1,130.6,Jowar
5.6,218.6,11.2,387.1,130.6,Jowar
6.7,187.4,13.4,326.4,130.6,Jowar
5.9,182.9,7.4,351.0,130.6,Jowar
6.6,195.7,7.3,381.9,130.6,Jowar
6.7,157.9,13.2,315.7,130.6,Jowar
6.0,230.2,9.8,298.0,130.6,Jowar
6.6,121.0,6.7,320.5,130.6,Jowar
5.8,125.3,5.2,378.4,130.6,Jowar
6.2,121.6,7.7,261.2,130.6,Jowar
6.1,211.4,13.6,347.5,130.6,Jowar
5.6,124.5,11.2,395.9,130.6,Jowar
5.9,124.6,6.0,266.6,130.6,Jowar
5.8,137.4,13.0,269.1,130.6,Jowar
5.7,191.0,11.4,373.0,130.6,Jowar
7.0,129.1,3.0,316.3,130.6,Jowar
7.2,206.3,4.3,256.4,130.6,Jowar
6.2,194.8,12.3,335.0,130.6,Jowar
5.8,164.2,6.4,285.5,130.6,Jowar
7.1,139.3,6.2,375.1,130.6,Jowar
6.6,206.4,2.5,320.7,130.6,Jowar
6.0,158.0,3.3,379.8,130.6,Jowar
6.2,117.2,4.0,262.9,130.6,Jowar
6.1,123.4,12.7,308.4,130.6,Jowar
7.0,180.7,6.6,335.1,130.6,Jowar
6.0,140.9,9.3,352.5,130.6,Jowar
6.2,178.8,13.0,396.5,130.6,Jowar
6.6,127.7,6.3,409.9,130.6,Jowar
5.6,237.8,11.1,283.2,130.6,Jowar
7.0,135.0,6.6,362.1,130.6,Jowar
5.6,205.3,4.0,349.0,130.6,Jowar
5.5,240.0,4.4,394.9,130.6,Jowar
6.6,145.7,11.8,256.9,130.6,Jowar
5.8,121.7,12.2,370.3,130.6,Jowar
6.4,187.4,7.4,288.7,130.6,Jowar
6.5,206.3,7.8,323.4,130.6,Jowar
6.5,142.5,6.4,276.1,130.6,Jowar
6.7,232.4,12.7,305.0,130.6,Jowar
6.1,217.7,6.1,403.9,130.6,Jowar
5.9,153.7,8.0,288.5,130.6,Jowar
5.7,143.9,8.7,358.6,130.6,Jowar
7.1,131.5,3.4,308.2,130.6,Jowar
6.7,237.7,10.6,259.6,130.6,Jowar
5.7,129.7,5.6,334.1,130.6,Jowar
5.9,152.8,6.8,396.8,130.6,Jowar
6.1,232.2,11.1,306.5,130.6,Jowar
6.7,168.9,3.5,351.4,130.6,Jowar
6.4,121.6,7.6,352.5,130.6,Jowar
6.7,160.2,6.4,391.3,130.6,Jowar
6.3,147.5,2.7,259.6,130.6,Jowar
6.6,187.5,2.7,391.0,130.6,Jowar
5.7,150.8,6.1,367.1,130.6,Jowar
5.8,201.5,6.4,392.7,130.6,Jowar
5.9,138.5,7.8,271.4,130.6,Jowar
6.2,172.5,10.6,259.3,130.6,Jowar
5.8,160.5,8.5,342.4,130.6,Jowar
7.0,236.5,11.4,284.2,130.6,Jowar
6.3,119.6,2.5,258.5,130.6,Jowar
5.7,126.8,11.3,290.2,130.6,Jowar
5.7,231.7,7.5,336.1,130.6,Jowar
6.2,154.2,4.6,393.8,130.6,Jowar
6.0,231.2,13.4,321.3,130.6,Jowar
5.6,189.3,4.2,391.6,130.6,Jowar
6.6,136.7,8.7,338.6,130.6,Jowar
5.6,163.3,5.9,262.0,130.6,Jowar
5.8,215.3,5.6,295.3,130.6,Jowar
5.9,130.2,11.9,352.3,130.6,Jowar
5.8,144.0,11.8,323.1,130.6,Jowar
6.0,180.7,7.9,320.1,130.6,Jowar
6.9,229.6,3.7,380.1,130.6,Jowar
5.5,180.2,10.6,279.2,130.6,Jowar
6.0,214.0,13.4,280.5,130.6,Jowar
7.1,180.3,7.4,318.0,130.6,Jowar
6.5,169.1,2.5,259.2,130.6,Jowar
6.5,204.1,12.6,300.6,130.6,Jowar
7.1,158.5,5.3,393.0,130.6,Jowar
6.2,171.7,6.3,341.0,130.6,Jowar
7.0,133.5,13.5,340.2,130.6,Jowar
6.0,128.4,5.0,372.7,130.6,Jowar
7.1,151.0,11.9,294.6,130.6,Jowar
5.6,121.7,13.1,323.9,130.6,Jowar
5.9,212.7,12.4,317.5,130.6,Jowar
5.6,117.2,3.4,262.9,130.6,Jowar
5.9,217.0,4.0,361.6,130.6,Jowar
6.9,193.4,5.0,269.4,130.6,Jowar
6.6,145.2,5.4,310.7,130.6,Jowar
6.4,232.7,2.4,295.4,130.6,Jowar
5.8,236.5,9.7,303.3,130.6,Jowar
5.6,222.0,6.7,314.1,130.6,Jowar
5.7,178.8,11.9,286.4,130.6,Jowar
5.7,178.4,11.6,263.1,130.6,Jowar
7.2,176.1,12.0,321.1,130.6,Jowar
6.2,156.0,6.0,395.2,130.6,Jowar
6.4,199.7,8.1,379.5,130.6,Jowar
5.9,187.4,7.7,270.7,130.6,Jowar
6.3,180.1,4.2,392.4,130.6,Jowar
6.5,122.6,7.5,402.3,130.6,Jowar
7.0,141.1,6.6,284.5,130.6,Jowar
6.5,128.8,11.1,262.5,130.6,Jowar
6.3,237.1,11.4,259.2,130.6,Jowar
6.8,215.0,2.6,262.8,130.6,Jowar
5.6,227.9,2.3,408.1,130.6,Jowar
5.6,240.1,4.6,390.5,130.6,Jowar
5.8,221.5,6.1,350.7,130.6,Jowar
6.8,189.0,5.7,259.5,130.6,Jowar
5.8,144.8,9.9,322.9,130.6,Jowar
6.8,117.0,6.9,360.0,130.6,Jowar
6.2,197.5,11.4,408.5,130.6,Jowar
6.9,126.9,8.1,377.4,130.6,Jowar
6.4,152.8,2.5,398.5,130.6,Jowar
5.7,120.9,13.5,357.3,130.6,Jowar
5.6,145.3,12.1,378.7,130.6,Jowar
6.2,221.5,7.8,285.5,130.6,Jowar
6.6,168.3,7.5,320.2,130.6,Jowar
7.1,159.1,10.2,285.3,130.6,Jowar
7.1,129.6,12.2,369.2,130.6,Jowar
6.4,179.4,8.8,294.8,130.6,Jowar
6.8,178.1,11.6,269.3,130.6,Jowar
6.6,213.7,2.5,269.1,130.6,Jowar
5.6,221.7,4.6,396.2,130.6,Jowar
6.4,214.1,6.8,310.0,130.6,Jowar
7.0,123.2,11.8,342.2,130.6,Jowar
5.8,152.4,11.7,321.6,130.6,Jowar
5.8,221.4,7.6,395.3,130.6,Jowar
6.7,199.2,6.4,366.5,130.6,Jowar
6.8,125.4,5.1,408.6,130.6,Jowar
6.0,125.3,9.4,317.6,130.6,Jowar
6.5,160.9,4.3,378.2,130.6,Jowar
6.4,191.0,9.6,269.9,130.6,Jowar
7.1,126.7,6.5,334.9,130.6,Jowar
6.0,235.5,10.0,265.5,130.6,Jowar
5.9,229.0,3.4,297.7,130.6,Jowar
7.0,219.5,10.7,279.1,130.6,Jowar
5.6,142.3,5.3,283.9,130.6,Jowar
6.5,172.1,8.9,272.7,130.6,Jowar
5.9,207.9,6.1,385.3,130.6,Jowar
5.5,196.6,7.1,373.5,130.6,Jowar
5.7,179.4,11.0,361.7,130.6,Jowar
6.3,236.7,7.9,294.5,130.6,Jowar
7.1,122.0,6.9,363.0,130.6,Jowar
6.3,165.1,5.1,310.5,130.6,Jowar
6.4,168.2,11.3,385.2,130.6,Jowar
5.7,132.7,11.6,343.0,130.6,Jowar
6.8,140.2,12.9,294.5,130.6,Jowar
6.2,126.3,8.6,306.8,130.6,Jowar
6.2,204.9,13.0,301.4,130.6,Jowar
7.0,203.6,12.8,349.0,130.6,Jowar
6.2,161.5,2.7,305.2,130.6,Jowar
5.5,190.8,7.7,347.4,130.6,Jowar
6.2,131.2,10.2,406.5,130.6,Jowar
6.7,140.7,6.6,343.0,130.6,Jowar
5.6,165.4,5.8,284.3,130.6,Jowar
5.6,210.1,2.4,256.3,130.6,Jowar
7.2,126.8,7.4,357.2,130.6,Jowar
6.5,151.8,13.5,410.0,130.6,Jowar
7.2,219.5,2.9,371.9,130.6,Jowar
6.4,117.1,9.7,389.2,130.6,Jowar
6.4,220.5,12.0,326.7,130.6,Jowar
7.2,212.0,11.7,330.8,130.6,Jowar
5.5,165.3,12.7,357.1,130.6,Jowar
6.4,235.9,3.8,331.5,130.6,Jowar
5.9,150.8,9.5,306.3,130.6,Jowar
7.0,233.3,7.9,358.6,130.6,Jowar
6.2,180.0,11.5,290.5,130.6,Jowar
6.4,147.4,8.3,405.0,130.6,Jowar
7.2,216.5,12.1,350.5,130.6,Jowar
5.7,180.7,7.6,258.2,130.6,Jowar
6.7,171.8,12.5,409.2,130.6,Jowar
6.7,223.4,9.6,310.5,130.6,Jowar
6.2,157.5,11.6,330.4,130.6,Jowar
7.0,187.8,11.9,289.4,130.6,Jowar
5.6,174.9,11.1,376.2,130.6,Jowar
7.0,174.8,6.1,393.5,130.6,Jowar
5.6,148.9,7.8,324.1,130.6,Jowar
6.9,185.8,3.2,318.9,130.6,Jowar
6.2,227.7,12.1,296.0,130.6,Jowar
6.5,175.4,12.0,325.7,130.6,Jowar
5.9,239.1,3.1,298.9,130.6,Jowar
6.9,215.8,6.8,336.4,130.6,Jowar
6.1,224.0,3.8,363.3,130.6,Jowar
7.1,199.0,2.5,305.5,130.6,Jowar
5.7,162.6,4.7,374.9,130.6,Jowar
5.7,169.0,12.0,333.8,130.6,Jowar
5.8,120.9,8.8,295.3,130.6,Jowar
6.9,128.4,11.1,388.9,130.6,Jowar
7.0,217.6,2.9,357.5,130.6,Jowar
5.7,144.4,10.2,402.9,130.6,Jowar
6.2,152.7,7.9,271.1,130.6,Jowar
5.6,164.8,3.3,261.8,130.6,Jowar
7.0,187.3,5.7,299.5,130.6,Jowar
6.9,187.0,3.3,382.0,130.6,Jowar
7.0,225.3,8.4,381.8,130.6,Jowar
6.1,123.1,2.6,406.0,130.6,Jowar
6.2,218.6,8.6,286.2,130.6,Jowar
7.1,134.7,10.0,398.5,130.6,Jowar
7.1,124.8,6.2,282.1,130.6,Jowar
5.6,208.6,8.4,264.3,130.6,Jowar
6.4,154.3,9.5,348.7,130.6,Jowar
6.5,240.1,7.8,290.9,130.6,Jowar
5.7,206.6,7.4,330.0,130.6,Jowar
5.8,234.0,7.2,384.0,130.6,Jowar
5.7,132.7,5.3,314.3,130.6,Jowar
6.2,171.8,7.2,346.2,130.6,Jowar
5.6,216.6,13.3,266.9,130.6,Jowar
6.9,234.9,6.5,308.9,130.6,Jowar
5.7,168.2,10.5,341.6,130.6,Jowar
6.1,217.9,7.8,391.4,130.6,Jowar
5.6,198.0,11.7,406.5,130.6,Jowar
6.9,210.1,11.1,294.3,130.6,Jowar
6.7,231.2,9.1,324.5,130.6,Jowar
6.5,185.9,8.0,387.0,130.6,Jowar
5.8,208.8,3.6,393.1,130.6,Jowar
7.1,153.7,5.6,356.0,130.6,Jowar
6.4,210.2,9.7,262.6,130.6,Jowar
5.7,181.1,10.1,265.3,130.6,Jowar
6.0,156.7,11.8,297.8,130.6,Jowar
6.8,144.1,13.4,272.7,130.6,Jowar
7.1,234.1,10.7,399.9,130.6,Jowar
6.2,177.0,3.9,397.5,130.6,Jowar
6.9,176.7,3.1,362.1,130.6,Jowar
7.2,153.5,13.4,324.7,130.6,Jowar
5.6,117.2,6.0,292.1,130.6,Jowar
7.1,177.6,11.4,271.5,130.6,Jowar
5.9,224.9,7.1,258.5,130.6,Jowar
6.5,229.2,4.8,337.1,130.6,Jowar
6.9,173.5,12.0,397.6,130.6,Jowar
5.5,123.9,12.3,357.5,130.6,Jowar
7.1,146.8,4.8,296.5,130.6,Jowar
5.8,218.4,5.3,385.6,130.6,Jowar
7.0,148.5,6.4,305.5,130.6,Jowar
5.9,130.6,5.4,340.9,130.6,Jowar
6.6,210.3,6.2,259.5,130.6,Jowar
6.7,174.9,6.5,399.8,130.6,Jowar
5.7,191.8,8.3,294.8,130.6,Jowar
5.7,218.3,11.8,384.2,130.6,Jowar
7.2,211.3,8.8,319.4,130.6,Jowar
5.5,211.9,6.5,396.2,130.6,Jowar
6.0,159.5,4.8,300.0,130.6,Jowar
6.0,227.0,6.6,258.5,130.6,Jowar
5.8,117.9,7.5,332.0,130.6,Jowar
7.1,170.8,6.6,261.3,130.6,Jowar
6.4,163.1,9.8,409.9,130.6,Jowar
5.8,190.4,11.7,283.7,130.6,Jowar
6.1,195.8,12.8,388.5,130.6,Jowar
5.7,189.3,8.6,331.6,130.6,Jowar
6.0,163.6,9.1,308.6,130.6,Jowar
6.9,189.0,12.0,307.4,130.6,Jowar
6.9,116.6,8.8,398.4,130.6,Jowar
5.6,215.6,4.0,352.5,130.6,Jowar
5.7,135.3,13.3,310.6,130.6,Jowar
6.3,190.8,12.2,280.0,130.6,Jowar
5.7,223.3,10.9,356.1,130.6,Jowar
6.2,123.5,4.4,396.8,130.6,Jowar
6.7,187.8,6.6,381.1,130.6,Jowar
6.6,229.8,3.8,342.3,130.6,Jowar
6.1,161.9,10.3,324.2,130.6,Jowar
7.0,199.9,7.7,316.3,130.6,Jowar
6.8,149.6,9.2,260.1,130.6,Jowar
5.8,208.3,12.7,295.3,130.6,Jowar
5.7,130.5,3.9,365.4,130.6,Jowar
7.1,178.5,8.2,348.1,130.6,Jowar
5.6,212.6,3.5,264.0,130.6,Jowar
6.4,149.7,9.1,344.2,130.6,Jowar
6.9,122.5,6.6,273.0,130.6,Jowar
6.3,163.8,8.2,318.2,130.6,Jowar
5.5,163.4,6.2,351.3,130.6,Jowar
6.7,181.3,13.2,323.0,130.6,Jowar
5.9,160.8,4.3,396.1,130.6,Jowar
5.9,236.6,8.9,257.1,130.6,Jowar
5.8,176.8,10.7,393.2,130.6,Jowar
6.2,178.9,3.8,327.5,130.6,Jowar
5.7,187.8,9.0,396.1,130.6,Jowar
6.3,140.0,8.5,321.4,130.6,Jowar
6.2,229.2,10.8,400.8,130.6,Jowar
6.1,133.2,7.3,349.7,130.6,Jowar
5.7,148.5,9.3,291.2,130.6,Jowar
5.9,227.0,8.4,318.1,130.6,Jowar
5.7,153.3,13.4,337.7,130.6,Jowar
6.6,198.3,3.8,359.1,130.6,Jowar
5.8,218.2,12.1,352.8,130.6,Jowar
6.9,127.9,12.9,318.4,130.6,Jowar
6.7,137.0,9.2,408.2,130.6,Jowar
6.4,197.8,11.9,285.4,130.6,Jowar
6.6,164.2,7.1,324.1,130.6,Jowar
7.2,156.1,10.7,316.2,130.6,Jowar
5.7,238.9,7.5,326.7,130.6,Jowar
6.3,234.1,12.1,334.0,130.6,Jowar
6.3,176.5,3.9,285.5,130.6,Jowar
6.6,234.3,12.8,380.5,130.6,Jowar
6.2,140.2,12.0,305.5,130.6,Jowar
6.9,223.9,4.6,348.3,130.6,Jowar
6.0,148.6,3.3,395.4,130.6,Jowar
7.2,236.7,12.8,257.8,130.6,Jowar
5.8,155.7,11.3,350.7,130.6,Jowar
7.1,161.4,9.4,351.3,130.6,Jowar
6.8,237.9,10.6,404.4,130.6,Jowar
6.6,127.8,12.8,277.3,130.6,Jowar
6.6,129.9,7.1,328.2,130.6,Jowar
6.6,201.1,3.6,384.6,130.6,Jowar
5.6,239.3,5.3,363.2,130.6,Jowar
5.9,130.0,11.2,323.7,130.6,Jowar
6.2,207.5,7.6,268.6,130.6,Jowar
5.6,211.3,5.0,311.1,130.6,Jowar
6.5,215.3,7.6,392.7,130.6,Jowar
5.8,239.6,7.2,403.8,130.6,Jowar
7.0,173.6,9.3,295.8,130.6,Jowar
7.2,129.1,8.0,345.1,130.6,Jowar
6.0,145.2,6.3,274.3,130.6,Jowar
6.7,125.2,8.2,375.1,130.6,Jowar
6.8,134.6,9.9,272.3,130.6,Jowar
7.0,125.6,8.3,326.5,130.6,Jowar
5.9,204.5,11.0,270.8,130.6,Jowar
6.5,209.8,8.1,374.9,130.6,Jowar
5.9,203.5,12.6,386.3,130.6,Jowar
5.7,161.2,10.8,270.0,130.6,Jowar
6.2,214.9,2.4,263.3,130.6,Jowar
6.5,180.0,9.2,277.6,130.6,Jowar
7.2,218.5,9.3,348.3,130.6,Jowar
7.2,181.1,10.4,299.2,130.6,Jowar
6.1,221.5,12.2,278.9,130.6,Jowar
5.7,121.8,6.1,363.4,130.6,Jowar
6.8,137.7,6.1,285.3,130.6,Jowar
5.7,211.2,11.2,406.6,130.6,Jowar
5.9,186.8,10.8,373.1,130.6,Jowar
5.8,210.8,7.5,308.8,130.6,Jowar
6.4,161.9,7.5,325.1,130.6,Jowar
6.5,211.3,11.9,280.5,130.6,Jowar
